,IE00B3QDMK77,LU3270886024,LU1861128574,LU0348740696,LU2208987508,LU2208987680,LU2208987763,ES0108192008,ES0108203003,ES0108232002,ES0108240005,ES0108193006,ES0108373004,LU0920839346,LU1254136416,LU0414045822,LU1548497699,LU0158827518,LU0256840447,LU1363153823,LU1205638155,LU1143164405,LU1070113664,LU0348826909,LU1400637036,LU1387904524,LU0933100983,LU1019963369,LU1282651980,IE00BDT57Y96,IE00B5B5L056,IE00B1Z6D669,LU2720182869,LU1890834598,LU2286300988,LU2364421367,LU2387748960,LU2399975627,ES0108283005,LU2958546181,LU0348784041,LU2637966677,LU3034474745,LU3034474828,LU3034475049,LU3034475122,LU1462192417,LU1462192250,LU1228143191,LU0739342060,LU0920839429,LU1602091867,LU0348753244,DE000A2DU1Y2,LU1462192680,LU0158828326,LU1459823677,LU1459823750,LU0414046390,LU0256840793,LU2089280825,LU2089281393,LU2514904908,LU2514905038,LU2514905111,LU2829845630
2016-07-26,13.0,,,50.78949,,,,,,,,,,138.01,100.7,240.63,,,191.6,104.13,100.57,96.57,103.08,,100.2355,44.627,131.67,112.91,108.61,,11.39,14.64,,,,,,,,,172.58,,,,,,100.84,100.35,103.68,124.08,134.75,,96.92,94.19957,101.08,13.41,99.97,,227.77,181.18,87.0,79.34,,,,
2016-07-27,13.01,,,50.69848,,,,,,,,,,138.52,100.81,241.5,,,193.21,104.04,100.58,98.05,103.18,,100.614,44.76072,131.68,113.84,109.05,,11.4,14.67,,,,,,,,,173.43,,,,,,100.96,100.36,103.68,124.21,135.24,,98.4,94.30163,101.41,13.47,99.98,,228.59,182.7,87.16,79.99,,,,
2016-07-28,13.01,,,50.51653,,,,,,,,,,138.04,100.76,241.94,,,193.13,104.05,100.63,97.31,102.88,,99.8528,44.41005,131.54,113.93,108.39,,11.39,14.66,,,,,,,,,172.27,,,,,,100.63,100.35,103.57,123.84,134.77,,97.65,94.31499,100.75,13.37,100.03,,229.01,182.62,86.77,80.05,,,,
2016-07-29,13.01,,,50.14176,,,,,,,,,,137.66,100.65,241.14,,,193.27,104.09,100.61,98.31,102.96,,100.0083,44.44067,131.69,113.34,107.69,,11.38,14.68,,99.64,,,,,,,174.1,,,,,,100.72,100.41,103.7,123.93,134.39,,98.66,94.1805,100.96,13.39,100.0,,228.24,182.75,85.39,79.64,,,,
2016-08-01,,,,50.35845,,,,,,,,,,138.26,100.88,241.4,,,194.06,104.12,100.75,98.04,102.96,,99.83902,44.35621,131.79,113.58,108.78,,,,,,,,,,,,175.25,,,,,,100.76,100.63,103.77,123.93,134.98,,98.37,94.41274,101.01,13.4,100.14,,228.47,183.49,86.84,79.8,,,,
2016-08-02,12.99,,,50.11945,,,,,,,,,,136.29,100.38,237.63,,,191.03,104.14,100.67,96.07,102.76,,98.67321,43.94129,131.38,111.22,107.53,,11.38,14.63,,,,,,,,,174.21,,,,,,100.24,100.31,103.45,123.68,133.05,,96.39,93.8791,100.22,13.26,100.06,,224.9,180.61,85.74,78.14,,,,
2016-08-03,12.98,,,49.94068,,,,,,,,,,135.8,100.21,238.03,,,189.48,104.04,100.59,93.89,102.35,,98.07719,43.62478,130.14,111.31,106.48,,11.38,14.61,,,,,,,,,172.09,,,,,,99.91,100.04,102.48,123.19,132.57,,94.2,93.70027,99.8,13.22,99.98,,225.27,179.15,85.28,78.21,,,,
2016-08-04,13.02,,,49.70494,,,,,,,,,,136.06,100.27,239.63,,,190.35,104.05,100.6,94.31,102.59,,99.1741,44.03832,130.97,111.89,107.8,,11.4,14.69,,,,,,,,,173.66,,,,,,100.26,100.11,103.11,123.47,132.82,,94.62,93.80233,100.16,13.31,99.99,,226.78,179.96,86.1,78.61,,,,
2016-08-05,13.05,,,50.65809,,,,,,,,,,136.56,100.49,240.26,,,191.62,104.14,100.77,93.9,102.98,,99.2307,44.10987,131.05,112.55,108.89,,11.42,14.7,,,,,,,,,174.79,,,,,,100.41,100.39,103.16,123.94,133.3,,94.2,94.03744,100.34,13.31,100.16,,227.38,181.16,87.61,79.07,,,,
2016-08-08,13.07,,,50.95331,,,,,,,,,,137.1,100.57,242.69,,,193.89,104.24,100.75,95.27,103.28,,100.64407,44.71917,132.6,113.96,110.64,,11.43,14.73,,,,,,,,,176.38,,,,,,101.14,100.6,104.4,124.29,133.82,,95.58,94.09228,101.42,13.53,100.14,,229.66,183.29,88.48,80.06,,,,
2016-08-09,13.08,,,50.39086,,,,,,,,,,136.97,100.58,242.8,,,194.12,104.22,100.81,95.88,103.32,,100.45285,44.71787,132.19,113.79,110.94,,11.43,14.76,,,,,,,,,176.22,,,,,,101.26,100.73,104.08,124.34,133.69,,96.19,94.1352,101.66,13.51,100.19,,229.76,183.51,88.48,79.94,,,,
2016-08-10,13.09,,,49.37827,,,,,,,,,,138.36,100.94,244.45,,,196.24,104.41,100.89,96.24,103.4,,100.43487,44.71266,132.21,114.56,110.85,,11.41,14.78,,,,,,,,,177.23,,,,,,101.42,100.99,104.08,124.43,135.05,,96.55,94.45897,101.88,13.57,100.29,,231.32,185.52,88.42,80.48,,,,
2016-08-11,13.1,,,48.87358,,,,,,,,,,138.17,100.94,244.89,,,196.56,104.46,100.96,,103.42,,100.16941,44.6199,131.79,114.24,110.93,,11.41,14.77,,,,,,,,,175.88,,,,,,101.35,101.07,103.75,124.45,134.86,,,94.47232,101.8,13.54,100.35,,231.73,185.82,88.33,80.25,,,,
2016-08-12,13.1,,,49.08517,,,,,,,,,,139.12,101.11,246.97,,,197.25,104.43,100.92,97.29,103.49,,100.47349,44.78973,132.38,115.26,111.39,,11.4,14.8,,,,,,,,,176.71,,,,,,101.52,101.11,104.19,124.54,135.79,,97.6,94.63348,102.15,13.62,100.31,,233.69,186.46,88.78,80.97,,,,
2016-08-15,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,14.81,,,,,,,,,,,,,,,,,,,,,,94.73264,,,,,,,,,,,,
2016-08-16,13.09,,,48.35756,,,,,,,,,,138.12,100.89,245.32,,,196.52,104.49,100.91,95.36,103.79,,99.5434,44.46258,132.54,114.23,111.31,,11.39,14.81,,,,,,,,,175.29,,,,,,101.03,100.95,104.32,124.91,134.78,,95.66,94.37646,101.45,13.5,100.3,,232.11,185.76,88.9,80.24,,,,
2016-08-17,13.09,,,48.14678,,,,,,,,,,137.16,100.57,244.0,,,194.47,104.56,100.78,95.45,103.56,,98.89802,44.16325,131.77,113.59,110.42,,11.4,14.82,,,,,,,,,174.01,,,,,,100.65,100.63,103.72,124.62,133.85,,95.75,94.12377,101.05,13.46,100.16,,230.86,183.81,88.05,79.79,,,,
2016-08-18,13.11,,,48.27524,,,,,,,,,,137.43,100.67,244.52,,,195.07,104.55,100.83,94.02,103.66,,98.63243,44.07721,131.99,113.86,110.94,,11.41,14.85,,,,,,,,,175.39,,,,,,100.47,100.62,103.88,124.75,134.12,,94.31,94.16668,100.54,13.45,100.21,100.0,231.35,184.38,88.58,79.98,,,,
2016-08-19,13.1,,,48.18313,,,,,,,,,,136.85,100.6,243.38,,,194.29,104.58,100.89,93.93,103.66,,98.58977,44.05675,132.03,112.98,110.23,,11.4,14.82,,,,,,,,,174.73,,,,,,100.61,100.77,103.91,124.74,133.55,,94.23,94.09135,100.61,13.4,100.28,100.04,230.26,183.63,87.97,79.36,,,,
2016-08-22,13.11,,,47.86798,,,,,,,,,,137.95,100.78,244.76,,,196.1,104.61,100.82,94.52,103.78,,98.84981,44.16562,132.12,113.63,110.04,,11.4,14.84,,,,,,,,,174.37,,,,,,100.55,100.62,103.99,124.88,134.61,,94.81,94.26441,100.63,13.46,100.2,100.06,231.55,185.34,87.64,79.81,,,,
2016-08-23,13.12,,,47.67277,,,,,,,,,,137.93,100.82,243.9,,,196.48,104.61,100.86,94.15,104.06,,98.82369,44.06643,132.4,113.68,109.61,,11.4,14.85,,,,,,,,,174.59,,,,,,100.39,100.58,104.22,125.22,134.59,,94.44,94.33688,100.48,13.45,100.25,100.06,230.73,185.69,87.63,79.85,,,,
2016-08-24,13.13,,,47.89911,,,,,,,,,,138.05,100.87,244.97,,,196.72,104.68,100.89,94.77,104.1,,99.40842,44.31664,132.38,114.66,109.13,,11.4,14.86,,,,,,,,,175.68,,,,,,100.76,100.71,104.19,125.26,134.71,,95.05,94.35022,100.89,13.53,100.28,100.12,231.74,185.92,87.52,80.53,,,,
2016-08-25,13.13,,,47.75306,,,,,,,,,,136.4,100.48,243.34,,,194.47,104.7,100.86,94.53,103.64,,98.83751,44.09151,131.75,113.34,109.11,,11.41,14.85,,,,,,,,,175.55,,,,,,100.49,100.6,103.69,124.7,133.09,,94.81,94.00889,100.48,13.41,100.25,100.14,230.2,183.79,87.16,79.61,,,,
2016-08-26,13.15,,,47.51662,,,,,,,,,,136.47,100.48,244.03,,,194.27,104.63,100.85,93.28,103.69,,98.69577,44.05869,131.65,113.69,109.38,,11.41,14.84,,,,,,,,,174.75,,,,,,100.35,100.54,103.61,124.75,133.16,,93.56,93.99268,100.3,13.43,100.24,100.08,230.85,183.59,87.41,79.85,,,,
2016-08-29,,,,47.86697,,,,,,,,,,136.77,100.52,244.5,,,194.47,104.7,100.83,95.09,103.65,,99.04657,44.25646,131.38,113.91,,,11.41,14.87,,,,,,,,,174.41,,,,,,100.48,100.5,103.4,124.7,133.44,,95.37,93.9884,100.57,13.5,100.2,100.13,231.28,183.76,,80.0,,,,
2016-08-30,13.15,,,48.69543,,,,,,,,,,137.47,100.71,245.43,,,196.56,104.68,100.86,95.01,103.79,,99.63127,44.53514,132.06,114.48,110.75,,11.42,14.87,,,,,,,,,175.28,,,,,,100.86,100.72,103.93,124.86,134.12,,95.29,94.22342,101.11,13.57,100.25,100.12,232.15,185.74,88.57,80.4,,,,
2016-08-31,13.15,,,49.16788,,,,,,,,,,137.35,100.7,246.27,,,195.67,104.67,100.89,95.96,103.64,,99.82803,44.63936,131.99,114.65,110.93,,11.42,14.86,,99.95,,,,,,,175.32,,,,,,101.02,100.79,103.88,124.68,134.0,,96.24,94.16288,101.28,13.61,100.27,100.1,232.93,184.89,88.64,80.52,,,,
2016-09-01,13.15,,,48.94297,,,,,,,,,,137.39,100.59,246.99,,,195.63,104.66,100.74,96.52,103.51,,100.0,44.624,132.12,115.1,110.59,,11.42,14.85,,,,,,,,,175.31,,,,,,100.88,100.48,103.99,124.52,134.04,,96.8,94.05801,101.17,13.61,100.11,100.09,233.61,184.85,87.98,80.84,,,,
2016-09-02,13.15,,,49.31178,,,,,,,,,,136.81,100.47,246.05,,,194.94,104.63,100.74,96.99,103.71,,99.54,44.44442,131.66,114.36,110.36,,11.43,14.85,,,,,,,,,175.11,,,,,,100.68,100.41,103.63,124.77,133.47,,97.27,93.9827,100.9,13.52,100.12,100.07,232.73,184.19,88.29,80.32,,,,
2016-09-05,13.16,,,,,,,,,,,,,138.65,100.88,250.94,,,197.0,,100.76,96.89,,,100.61,,,116.9,112.43,,,,,,,,,,,,176.7,,,,,,,,,,135.26,,97.16,94.34779,,13.67,100.13,,237.33,186.13,89.96,82.1,,,,
2016-09-06,13.18,,,49.48937,,,,,,,,,,138.23,100.82,250.01,,,196.0,104.69,100.84,97.84,103.9,,100.71,44.99044,132.4,116.7,113.35,,11.43,14.91,,,,,,,,,177.83,,,,,,101.45,100.8,104.16,124.98,134.84,,98.11,94.28726,102.04,13.67,100.21,100.11,236.45,185.18,89.91,81.95,,,,
2016-09-07,13.19,,,49.59458,,,,,,,,,,138.39,100.98,249.31,,,196.74,104.7,100.99,97.8,104.0,,100.46,44.88701,132.74,116.29,113.49,,11.43,14.93,,,,,,,,,178.11,,,,,,101.67,101.18,104.44,125.1,135.0,,98.09,94.47791,102.15,13.65,100.37,100.13,235.78,185.88,90.61,81.66,,,,
2016-09-08,13.18,,,49.67731,,,,,,,,,,138.48,101.01,250.68,,,197.24,104.74,101.03,97.8,103.92,,100.44,44.85972,132.99,116.85,113.23,,11.44,14.9,,,,,,,,,176.77,,,,,,101.66,101.22,104.63,125.0,135.09,,98.08,94.50603,102.03,13.63,100.41,100.17,237.07,186.34,90.4,82.06,,,,
2016-09-09,13.15,,,49.65171,,,,,,,,,,136.88,100.44,249.99,,,195.56,104.7,100.77,97.34,103.62,,99.94,44.61724,132.47,116.18,112.38,,11.46,14.83,,,,,,,,,174.46,,,,,,101.14,100.63,104.24,124.64,133.52,,97.62,93.98746,101.48,13.56,100.14,100.14,236.41,184.76,90.22,81.59,,,,
2016-09-12,13.1,,,48.38873,,,,,,,,,,133.56,99.48,243.75,,,190.51,104.63,100.48,95.78,102.62,,97.3,43.54839,128.44,112.9,108.93,,11.45,14.79,,,,,,,,,170.08,,,,,,99.37,99.47,101.08,123.43,130.27,,96.04,93.082,99.12,13.25,99.85,100.06,230.49,179.97,87.13,79.28,,,,
2016-09-13,13.11,,,,,,,,,,,,,135.69,100.04,245.46,,,192.77,104.61,100.58,96.32,102.74,,98.3,43.99734,130.18,113.73,109.48,,11.45,14.76,,,,,,,,,171.11,,,,,,99.83,99.76,102.45,123.56,132.35,,96.59,93.56814,99.88,13.4,99.95,100.04,232.11,182.11,87.35,79.86,,,,
2016-09-14,13.09,,,48.23632,,,,,,,,,,135.21,99.85,243.5,,,192.31,104.55,100.46,95.79,102.46,,97.59,43.53344,129.18,113.13,108.86,,11.45,14.75,,,,,,,,,170.27,,,,,,98.99,99.23,101.67,123.23,131.88,,96.05,93.38943,98.71,13.31,99.84,99.99,230.25,181.66,86.73,79.44,,,,
2016-09-15,13.08,,,48.33177,,,,,,,,,,134.96,99.79,242.3,,,191.64,104.6,100.47,94.74,102.3,,97.34,43.43431,129.04,112.71,108.9,,11.45,14.74,,,,,,,,,170.13,,,,,,98.66,99.02,101.57,123.03,131.63,,94.99,93.37324,98.26,13.27,99.84,100.03,229.12,181.03,86.88,79.14,,,,
2016-09-16,13.09,,,48.79045,,,,,,,,,,135.56,100.02,243.21,,,192.25,104.58,100.58,95.49,102.68,,98.07,43.83484,130.11,112.91,109.31,,11.45,14.73,,,,,,,,,171.09,,,,,,99.31,99.4,102.4,123.49,132.21,,95.75,93.50479,99.16,13.34,99.95,100.01,229.97,181.6,87.83,79.28,,,,
2016-09-19,13.09,,,48.91715,,,,,,,,,,136.07,100.1,244.54,,,192.72,104.58,100.55,,102.98,,98.92,44.01253,130.63,113.61,110.87,,11.45,14.74,,,,,,,,,173.4,,,,,,99.45,99.33,102.8,123.83,132.7,,,93.6778,99.48,13.43,99.92,100.0,231.21,182.03,88.37,79.77,,,,
2016-09-20,13.1,,,48.6662,,,,,,,,,,136.98,100.33,244.04,,,193.58,104.51,100.59,96.24,102.86,,98.65,44.02401,130.28,113.67,110.86,,11.46,14.76,,,,,,,,,173.42,,,,,,99.61,99.57,102.53,123.7,133.58,,96.49,93.86842,99.63,13.43,99.96,99.94,230.73,182.84,88.65,79.81,,,,
2016-09-21,13.1,,,48.86787,,,,,,,,,,137.46,100.49,246.25,,,194.27,104.58,100.65,98.25,102.95,,99.62,44.28161,130.81,114.53,111.87,,11.46,14.8,,,,,,,,,175.01,,,,,,100.16,99.9,102.94,123.8,134.05,,98.51,93.98518,100.36,13.55,100.02,100.0,232.82,183.49,89.38,80.42,,,,
2016-09-22,13.15,,,48.94995,,,,,,,,,,138.15,100.69,247.01,,,196.03,104.62,100.73,,103.66,,99.9,44.50988,131.63,115.25,112.61,,11.46,14.88,,,,,,,,,175.5,,,,,,100.65,100.32,103.57,124.65,134.72,,,94.19056,101.0,13.58,100.09,100.05,233.53,185.15,89.85,80.92,,,,
2016-09-23,13.15,,,49.17886,,,,,,,,,,138.0,100.74,246.67,,,195.84,104.81,100.81,98.55,103.94,,100.51,44.78278,132.51,115.22,112.94,,11.45,14.88,,,,,,,,,175.12,,,,,,101.16,100.66,104.26,124.99,134.58,,98.81,94.23345,101.58,13.62,100.17,100.22,233.2,184.97,90.04,80.89,,,,
2016-09-26,13.14,,,48.43505,,,,,,,,,,136.23,100.37,243.8,,,193.79,104.85,100.83,97.69,103.51,,99.18,44.26368,131.12,113.53,110.93,,11.45,14.86,,,,,,,,,172.54,,,,,,100.6,100.49,103.19,124.46,132.84,,97.94,93.88944,100.71,13.43,100.19,100.26,230.48,183.02,88.34,79.71,,,,
2016-09-27,13.13,,,48.98261,,,,,,,,,,136.22,100.46,242.54,,,192.77,104.87,100.95,98.94,103.34,,98.89,44.01792,130.54,113.24,111.42,,11.44,14.87,,,,,,,,,173.44,,,,,,100.29,100.54,102.73,124.25,132.82,,99.19,93.91756,100.2,13.41,100.31,100.28,229.28,182.05,89.29,79.5,,,,
2016-09-28,13.14,,,49.38331,,,,,,,,,,137.35,100.69,244.89,,,195.09,104.81,100.92,98.55,103.6,,99.49,44.31835,131.3,114.53,111.76,,11.45,14.88,,,,,,,,,173.7,,,,,,100.64,100.65,103.33,124.56,133.93,,98.8,94.22632,100.76,13.53,100.29,100.22,231.5,184.24,89.41,80.41,,,,
2016-09-29,13.13,,,47.8096,,,,,,,,,,137.41,100.65,247.5,,,195.32,104.8,100.87,99.1,103.87,,99.99,44.5499,131.79,115.39,112.76,,11.45,14.9,,,,,,,,,174.79,,,,,,100.97,100.76,103.69,124.89,133.99,,99.35,94.16581,101.27,13.61,100.24,100.21,233.97,184.45,89.9,81.01,,,,
2016-09-30,13.13,,,48.29124,,,,,,,,,,135.38,100.24,244.95,,,192.27,104.96,100.87,97.74,103.74,,99.0,44.11169,130.38,113.72,111.28,,11.48,14.88,,100.88,,,,,,,174.48,,,,,,100.37,100.59,102.59,124.73,132.0,,97.98,93.73604,100.29,13.47,100.24,100.36,231.55,181.57,88.4,79.84,,,,
2016-10-03,13.13,,,49.29756,,,,,,,,,,,,247.61,,,194.45,104.98,,,103.91,,,,,,,,11.49,14.89,,,,,,,,,174.43,,,,,,,,,124.93,,,,,,13.59,,100.38,234.05,183.62,,,,,,
2016-10-04,13.14,,,49.89846,,,,,,,,,,136.85,100.48,248.55,,,194.95,105.01,100.8,99.29,104.13,,99.75,44.48248,130.98,115.88,112.91,,11.49,14.87,,,,,,,,,175.2,,,,,,100.65,100.5,103.05,125.18,133.42,,99.53,93.98141,100.88,13.61,100.15,100.4,234.93,184.09,90.24,81.35,,,,
2016-10-05,13.12,,,49.63013,,,,,,,,,,136.05,100.19,246.88,,,194.46,105.07,100.64,99.54,104.04,,98.74,44.06945,130.39,115.18,111.86,,11.49,14.86,,,,,,,,,173.9,,,,,,100.0,100.0,102.6,125.08,132.64,,99.78,93.7289,100.0,13.52,100.0,100.47,233.35,183.62,89.51,80.85,,,,
2016-10-06,13.13,,,49.7793,,,,,,,,,,135.84,100.1,247.51,,,194.3,105.16,100.59,100.04,104.12,,99.36,44.39912,130.95,115.57,112.84,,11.5,14.85,,,,,,,,,175.25,,,,,,100.41,100.04,103.03,125.17,132.43,,100.28,93.56502,100.66,13.6,99.95,100.55,233.93,183.46,90.25,81.13,,,,
2016-10-07,13.12,,,49.47612,,,,,,,,,,134.3,99.64,245.1,,,192.83,105.03,100.42,100.23,104.22,,99.51,44.50741,131.09,114.61,113.1,,11.49,14.85,,,,,,,,,174.97,,,,,,100.21,99.67,103.14,125.29,130.93,,100.46,93.23868,100.59,13.6,99.78,100.42,231.65,182.07,89.9,80.45,,,,
2016-10-10,13.11,,,49.9402,,,,,,,,,,133.51,99.45,243.1,,,190.78,105.08,100.42,,104.33,,98.99,44.17721,130.96,113.56,112.8,,11.48,14.84,,,,,,,,,174.01,,,,,,,,103.05,125.41,130.15,,,93.04247,,13.51,99.78,100.47,229.75,180.13,90.23,79.71,,,,
2016-10-11,13.12,,,,,,,,,,,,,134.56,99.66,245.4,,,192.56,105.11,100.4,100.5,104.09,,99.59,44.52252,131.04,114.4,112.56,,11.5,14.84,,,,,,,,,173.22,,,,,,100.31,99.62,103.09,125.12,131.17,,100.72,93.23304,100.81,13.56,99.75,100.5,231.92,181.8,90.3,80.3,,,,
2016-10-12,13.11,,,,,,,,,,,,,134.05,99.55,245.43,,,191.4,105.11,100.4,99.73,103.48,,99.64,44.3925,129.93,114.17,112.57,,11.51,14.83,,,,,,,,,173.98,,,,,,100.06,99.5,102.2,124.37,130.67,,99.98,93.09872,100.39,13.51,99.75,100.49,231.95,180.7,89.94,80.14,,,,
2016-10-13,13.08,,,49.51507,,,,,,,,,,133.01,99.3,243.09,,,189.97,105.06,100.38,99.96,102.99,,99.25,44.38353,129.42,112.9,111.65,,11.51,14.82,,,,,,,,,172.22,,,,,,99.95,99.4,101.8,123.79,129.65,,100.18,92.87579,100.22,13.41,99.73,100.44,229.73,179.35,88.83,79.24,,,,
2016-10-14,13.12,,,49.86536,,,,,,,,,,134.24,99.55,245.49,,,191.32,105.02,100.34,100.04,103.4,,99.53,44.34654,129.8,113.85,112.04,,11.52,14.84,,,,,,,,,172.29,,,,,,99.87,99.35,102.09,124.28,130.84,,100.24,93.11066,100.12,13.44,99.7,100.4,231.99,180.62,89.57,79.91,,,,
2016-10-17,13.13,,,49.44681,,,,,,,,,,133.29,99.28,244.7,,,190.86,105.08,100.28,100.2,103.06,,99.42,44.39907,129.38,113.59,112.19,,11.53,14.85,,,,,,,,,173.0,,,,,,99.83,99.2,101.75,123.86,129.91,,100.42,92.85541,100.2,13.43,99.63,100.45,231.23,180.18,89.51,79.72,,,,
2016-10-18,13.15,,,49.97768,,,,,,,,,,134.31,99.57,246.25,,,192.29,105.01,100.36,100.39,103.14,,99.95,44.43555,130.07,114.71,113.52,,11.53,14.87,,,,,,,,,173.36,,,,,,99.88,99.39,102.28,123.95,130.91,,100.6,93.11979,100.21,13.5,99.71,100.39,232.69,181.52,90.96,80.51,,,,
2016-10-19,13.16,,,50.25701,,,,,,,,,,134.7,99.73,246.6,,,192.43,105.1,100.47,100.33,103.46,,100.39,44.77608,130.19,115.16,114.48,,11.53,14.9,,,,,,,,,174.4,,,,,,100.54,99.74,102.37,124.34,131.29,,100.58,93.23651,101.13,13.52,99.81,100.48,233.02,181.65,91.66,80.82,,,,
2016-10-20,13.19,,,50.16269,,,,,,,,,,134.85,99.73,247.27,,,192.27,105.19,100.43,101.01,103.61,,100.75,44.94333,130.25,115.53,114.92,,11.54,14.93,,,,,,,,,174.44,,,,,,100.83,99.84,102.42,124.51,131.43,,101.25,93.26463,101.59,13.55,99.77,100.55,233.64,181.49,92.23,81.08,,,,
2016-10-21,13.19,,,50.22768,,,,,,,,,,135.7,99.98,248.04,,,193.05,105.24,100.5,100.38,103.56,,101.09,45.17724,129.52,116.11,115.49,,11.54,14.94,,,,,,,,,174.81,,,,,,101.25,100.15,101.85,124.44,132.25,,100.61,93.4847,102.08,13.63,99.85,100.6,234.36,182.23,92.36,81.49,,,,
2016-10-24,13.2,,,50.32862,,,,,,,,,,135.61,99.98,249.06,,,193.56,105.24,100.54,100.75,103.92,,101.6,45.16258,130.68,116.83,116.01,,11.55,14.95,,,,,,,,,174.94,,,,,,101.24,100.2,102.77,124.87,132.16,,100.98,93.50997,102.06,13.72,99.88,100.6,235.32,182.69,92.77,81.99,,,,
2016-10-25,13.21,,,50.262,,,,,,,,,,135.47,99.89,249.61,,,192.61,105.22,100.48,102.09,103.92,,101.89,45.36205,130.93,116.7,116.17,,11.55,14.95,,,,,,,,,175.03,,,,,,101.4,100.14,102.96,124.86,132.02,,102.33,93.4052,102.36,13.71,99.82,100.58,235.83,181.8,93.09,81.9,,,,
2016-10-26,13.18,,,49.84062,,,,,,,,,,133.05,99.34,246.84,,,189.8,105.2,100.38,102.45,103.56,,100.99,44.93489,129.92,115.2,114.76,,11.55,14.91,,,,,,,,,173.98,,,,,,100.96,99.86,102.18,124.44,129.66,,102.69,92.91655,101.77,13.49,99.72,100.56,233.21,179.14,91.76,80.84,,,,
2016-10-27,13.15,,,49.37576,,,,,,,,,,133.1,99.14,246.84,,,190.01,105.01,100.12,102.15,103.53,,101.12,44.8635,129.78,115.44,114.1,,11.56,14.85,,,,,,,,,174.05,,,,,,100.51,99.27,102.07,124.39,129.7,,102.39,92.78226,101.42,13.53,99.45,100.37,233.21,179.34,91.12,81.01,,,,
2016-10-28,13.15,,,49.70589,,,,,,,,,,131.16,98.59,246.9,,,188.78,104.96,99.95,103.01,102.95,,100.82,44.76283,129.34,115.31,113.76,,11.56,14.83,,,,,,,,,173.42,,,,,,100.1,98.82,101.72,123.69,127.81,,103.26,92.16076,100.94,13.46,99.28,100.32,233.25,178.17,90.71,80.92,,,,
2016-10-31,,,,,,,,,,,,,,130.5,98.43,247.0,,,188.67,104.82,99.93,103.42,102.73,,100.33,44.48633,128.86,115.27,112.89,,,,,96.98,,,,,,,172.68,,,,,,99.72,98.77,101.34,123.43,127.16,,103.66,92.03847,100.39,13.43,99.26,100.19,233.34,178.06,90.14,80.89,,,,
2016-11-01,13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.55,14.8,,,,,,,,,,,,,,,,,,,,,,91.96326,,,,,,,,,,,,
2016-11-02,13.12,,,48.56397,,,,,,,,,,128.35,98.01,243.99,,,186.1,104.66,100.0,101.49,101.86,,98.81,43.78212,127.93,113.38,110.57,,11.54,14.79,,,,,,,,,168.63,,,,,,98.94,98.55,100.63,122.38,125.06,,101.71,91.53373,99.09,13.2,99.33,100.03,230.48,175.63,88.04,79.56,,,,
2016-11-03,13.11,,,48.27449,,,,,,,,,,127.96,97.87,243.7,,,184.83,104.6,99.93,,101.31,,98.41,43.54993,127.14,113.17,110.0,,11.54,14.79,,,,,,,,,169.43,,,,,,98.48,98.17,100.01,121.72,124.67,,,91.51758,98.5,13.1,99.26,99.98,230.2,174.42,87.88,79.41,,,,
2016-11-04,13.11,,,47.56497,,,,,,,,,,126.9,97.62,240.94,,,183.02,104.55,99.91,100.32,101.05,,97.59,43.2227,126.28,111.62,109.15,,11.54,14.8,,,,,,,,,168.92,,,,,,97.98,97.99,99.34,121.39,123.64,,100.53,91.25047,97.76,12.98,99.23,99.93,227.59,172.71,87.01,78.33,,,,
2016-11-07,13.13,,,48.22392,,,,,,,,,,127.99,97.88,242.89,,,184.96,104.53,99.92,101.56,101.52,,98.81,43.41831,127.83,113.13,110.49,,11.56,14.83,,,,,,,,,170.59,,,,,,98.1,98.07,100.55,121.95,124.7,,101.79,91.49726,97.98,13.14,99.24,99.91,229.42,174.53,88.47,79.38,,,,
2016-11-08,13.12,,,48.41806,,,,,,,,,,128.85,98.09,243.73,,,185.7,104.64,99.94,101.67,101.97,,99.38,44.11419,128.74,113.87,112.1,,11.56,14.83,,,,,,,,,171.72,,,,,,99.25,98.55,101.25,122.5,125.53,,101.9,91.67301,99.54,13.27,99.26,100.01,230.21,175.22,89.58,79.9,,,,
2016-11-09,13.13,,,48.39837,,,,,,,,,,128.5,97.89,243.07,,,184.55,104.59,99.78,100.09,102.44,,98.36,43.94405,127.17,113.71,109.94,,11.56,14.69,,,,,,,,,168.97,,,,,,99.0,98.26,100.03,123.05,125.19,,100.3,91.53877,99.31,13.17,99.1,99.96,229.58,174.13,88.66,79.78,,,,
2016-11-10,13.09,,,48.77956,,,,,,,,,,131.42,98.44,247.96,,,187.09,104.29,99.65,103.4,103.02,,102.04,44.99455,131.57,116.77,112.32,,11.55,14.59,,,,,,,,,173.73,,,,,,100.16,98.44,103.47,123.74,128.03,,103.63,92.11307,101.32,13.63,98.98,99.67,234.19,176.52,89.83,81.93,,,,
2016-11-11,13.06,,,47.18756,,,,,,,,,,129.2,97.59,245.03,,,183.34,104.1,99.16,101.73,102.49,,101.57,44.86302,131.29,115.7,108.36,,11.51,14.53,,,,,,,,,170.18,,,,,,,,103.23,123.11,125.87,,101.96,91.35886,,13.5,98.48,99.49,231.42,172.99,86.63,81.18,,,,
